date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:09:40	58718/58718	---M--	200	added ('OK')	image/png	etag:%2295f9de3eef53124efba6e7f1b037fa55-ssl%22	https://lxshopofficial.netlify.app/assets/img/reshadeicon.png	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/reshadeicon.png	(from https://lxshopofficial.netlify.app/)
14:09:40	7578439/7578439	---M--	200	added ('OK')	image/gif	etag:%220f3600ef053c2c0941dc58e098a90e61-ssl%22	https://lxshopofficial.netlify.app/assets/img/lxleaksanimated.gif	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/lxleaksanimated.gif	(from https://lxshopofficial.netlify.app/)
14:09:43	25893/25893	---M--	200	added ('OK')	image/gif	etag:%226837a0ac2ef1faa6e03157c0300890fe-ssl%22	https://lxshopofficial.netlify.app/assets/img/discord.gif	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/discord.gif	(from https://lxshopofficial.netlify.app/)
14:09:43	3281368/3281368	---MCZ	200	added ('OK')	application/x-dosexec	etag:%22d905c9fc1e88d3a550ebc47f75c94bab-ssl-df%22	https://lxshopofficial.netlify.app/assets/download/ReShade_Setup_5.8.0.exe	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/download/ReShade_Setup_5.8.0.exe	(from https://lxshopofficial.netlify.app/)
14:09:46	108843/108843	---M--	200	added ('OK')	image/gif	etag:%223fa5fe724cafaef050d91045df7a930c-ssl%22	https://lxshopofficial.netlify.app/assets/img/rayo.gif	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/rayo.gif	(from https://lxshopofficial.netlify.app/)
14:09:49	22886/22886	---M--	200	added ('OK')	image/png	etag:%22dc50c2440754b16ffd651ed2e4ca75db-ssl%22	https://lxshopofficial.netlify.app/assets/img/purple_lean.png	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/purple_lean.png	(from https://lxshopofficial.netlify.app/)
14:09:52	14650/14650	---M--	200	added ('OK')	image/webp	etag:%22a138dcceade33cf3c34299254cc46e93-ssl%22	https://lxshopofficial.netlify.app/assets/img/bandcat.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/bandcat.webp	(from https://lxshopofficial.netlify.app/)
14:09:55	6748/6748	---M--	200	added ('OK')	image/webp	etag:%221faf9da3556bb31bf76e96aafb07a46e-ssl%22	https://lxshopofficial.netlify.app/assets/img/mask.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/mask.webp	(from https://lxshopofficial.netlify.app/)
14:09:58	5944/5944	---M--	200	added ('OK')	image/webp	etag:%221aac31b7dc2774826100dd3ffaa8ce01-ssl%22	https://lxshopofficial.netlify.app/assets/img/c9d1a44d412ca75df17ab19c3aeb6790.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/c9d1a44d412ca75df17ab19c3aeb6790.webp	(from https://lxshopofficial.netlify.app/)
14:10:01	63848/63848	---M--	200	added ('OK')	image/gif	etag:%228a7d894d0ad56e0586a338315718992b-ssl%22	https://lxshopofficial.netlify.app/assets/img/v.gif	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/v.gif	(from https://lxshopofficial.netlify.app/)
14:10:02	2392/2392	---M--	200	added ('OK')	image/webp	etag:%2210d3c3803994bc9cecbaa098f76b7458-ssl%22	https://lxshopofficial.netlify.app/assets/img/closyncccc2.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/closyncccc2.webp	(from https://lxshopofficial.netlify.app/)
14:10:07	11052/11052	---M--	200	added ('OK')	image/webp	etag:%220e226783b540315b3bd2b6c39488fbfa-ssl%22	https://lxshopofficial.netlify.app/assets/img/trazzstaff.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/trazzstaff.webp	(from https://lxshopofficial.netlify.app/)
14:10:14	36358/36358	---M--	200	added ('OK')	image/webp	etag:%2283203f171bb7320ed889f9dd48b46961-ssl%22	https://lxshopofficial.netlify.app/assets/img/186961eb4bf0dacddfe04adf1feeb311.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/186961eb4bf0dacddfe04adf1feeb311.webp	(from https://lxshopofficial.netlify.app/)
14:10:14	3653900/3653900	---M--	200	added ('OK')	image/gif	etag:%22f5dff926deec58e11adcc588b6345a2d-ssl%22	https://lxshopofficial.netlify.app/assets/img/a_ab0be4088e9ae8955b3f37d061b13b08.gif	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/a_ab0be4088e9ae8955b3f37d061b13b08.gif	(from https://lxshopofficial.netlify.app/)
14:10:17	214213/214213	---M--	200	added ('OK')	image/gif	etag:%2222cb636cfd5fc5dcc60cd9346d0b7739-ssl%22	https://lxshopofficial.netlify.app/assets/img/ak.gif	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/ak.gif	(from https://lxshopofficial.netlify.app/)
14:10:20	11118/11118	---M--	200	added ('OK')	image/webp	etag:%22eb062264a3a2f5ee94baa3c25f49f4dd-ssl%22	https://lxshopofficial.netlify.app/assets/img/compradores/tarron.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/compradores/tarron.webp	(from https://lxshopofficial.netlify.app/)
14:10:23	12408/12408	---M--	200	added ('OK')	image/png	etag:%2284262ff01945c0101a77258914bfe9cf-ssl%22	https://lxshopofficial.netlify.app/assets/img/nike.png	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/nike.png	(from https://lxshopofficial.netlify.app/)
14:10:27	116801/116801	---M--	200	added ('OK')	image/gif	etag:%220a3c8569c4b0c8375833a70956940fcb-ssl%22	https://lxshopofficial.netlify.app/assets/img/purple_star.gif	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/purple_star.gif	(from https://lxshopofficial.netlify.app/)
14:10:33	19196/19196	---M--	200	added ('OK')	image/webp	etag:%2214afbfe8075ad350ac69066c57c55b6d-ssl%22	https://lxshopofficial.netlify.app/assets/img/compradores/ibai.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/compradores/ibai.webp	(from https://lxshopofficial.netlify.app/)
14:10:36	23144/23144	---M--	200	added ('OK')	image/webp	etag:%22eb335a4e0e04eb8645cb4c4326c70285-ssl%22	https://lxshopofficial.netlify.app/assets/img/compradores/montana.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/compradores/montana.webp	(from https://lxshopofficial.netlify.app/)
14:10:39	62062/62062	---M--	200	added ('OK')	image/webp	etag:%228320a135ba02d2725324f37399534390-ssl%22	https://lxshopofficial.netlify.app/assets/img/r3ki.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/r3ki.webp	(from https://lxshopofficial.netlify.app/)
14:10:39	5277170/5277170	---M--	200	added ('OK')	image/gif	etag:%22fe22b873e60949540fa69cace69faef0-ssl%22	https://lxshopofficial.netlify.app/assets/img/compradores/baba.gif	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/compradores/baba.gif	(from https://lxshopofficial.netlify.app/)
14:10:42	370451/370451	---M--	200	added ('OK')	image/png	etag:%2246325c839c33b44a6496ca69cb6db17c-ssl%22	https://lxshopofficial.netlify.app/assets/img/osmell.png	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/osmell.png	(from https://lxshopofficial.netlify.app/)
14:10:45	14076/14076	---M--	200	added ('OK')	image/webp	etag:%2236fa069320f415a4d572e0dce2640159-ssl%22	https://lxshopofficial.netlify.app/assets/img/ienas.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/ienas.webp	(from https://lxshopofficial.netlify.app/)
14:10:45	1268/1268	---M--	200	added ('OK')	image/png	etag:%224b0a6c1946982b2653333a9f56185870-ssl%22	https://lxshopofficial.netlify.app/assets/img/klk.png	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/klk.png	(from https://lxshopofficial.netlify.app/)
14:10:51	5362/5362	---M--	200	added ('OK')	image/webp	etag:%22810cf9d56275ff083f4fa6841badc605-ssl%22	https://lxshopofficial.netlify.app/assets/img/vertex.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/vertex.webp	(from https://lxshopofficial.netlify.app/)
14:10:54	7265/7265	---M--	200	added ('OK')	image/gif	etag:%222f9101e1913bb64efad741e8c489f93d-ssl%22	https://lxshopofficial.netlify.app/assets/img/white_starly.gif	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/white_starly.gif	(from https://lxshopofficial.netlify.app/)
14:10:57	1268/1268	---M--	200	added ('OK')	image/png	etag:%224b0a6c1946982b2653333a9f56185870-ssl%22	https://lxshopofficial.netlify.app/assets/img/dublin.png	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/dublin.png	(from https://lxshopofficial.netlify.app/)
14:11:03	67472/67472	---M--	200	added ('OK')	image/png	etag:%22e502e1a57d862b6e6d5755b78b7e61a1-ssl%22	https://lxshopofficial.netlify.app/assets/img/prieto.png	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/prieto.png	(from https://lxshopofficial.netlify.app/)
14:11:03	980379/980379	---M--	200	added ('OK')	image/gif	etag:%229589868f5e7fc25e0479c5233c7bafa2-ssl%22	https://lxshopofficial.netlify.app/assets/img/locura_pura.gif	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/locura_pura.gif	(from https://lxshopofficial.netlify.app/)
14:11:07	603119/603119	---M--	200	added ('OK')	image/gif	etag:%229b569909c4ffe9ed356572e0933c1e2f-ssl%22	https://lxshopofficial.netlify.app/assets/img/gatotravieso.gif	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/gatotravieso.gif	(from https://lxshopofficial.netlify.app/)
14:11:07	1268/1268	---M--	200	added ('OK')	image/png	etag:%224b0a6c1946982b2653333a9f56185870-ssl%22	https://lxshopofficial.netlify.app/assets/img/manzano.png	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/manzano.png	(from https://lxshopofficial.netlify.app/)
14:11:13	15492/15492	---M--	200	added ('OK')	image/webp	etag:%2229c80b806588384134543daf25110e7d-ssl%22	https://lxshopofficial.netlify.app/assets/img/spooky.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/spooky.webp	(from https://lxshopofficial.netlify.app/)
14:11:16	31742/31742	---M--	200	added ('OK')	image/webp	etag:%2211b33633abf79523be4aaf1cb646db3b-ssl%22	https://lxshopofficial.netlify.app/assets/img/fakke.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/fakke.webp	(from https://lxshopofficial.netlify.app/)
14:11:22	13958/13958	---M--	200	added ('OK')	image/webp	etag:%2241debe7a8fd7d93cc1e1dd4ec44daf6f-ssl%22	https://lxshopofficial.netlify.app/assets/img/ynw.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/ynw.webp	(from https://lxshopofficial.netlify.app/)
14:11:25	5441049/5441049	---M--	200	added ('OK')	image/gif	etag:%22a53207c369ae5a4f3bcb4ae050885f17-ssl%22	https://lxshopofficial.netlify.app/assets/img/leewiis.gif	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/leewiis.gif	(from https://lxshopofficial.netlify.app/)
14:11:26	1287287/1287287	---M--	200	added ('OK')	image/gif	etag:%22ce112ea4fdb857383decd390e4f075cb-ssl%22	https://lxshopofficial.netlify.app/assets/img/pinguino.gif	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/pinguino.gif	(from https://lxshopofficial.netlify.app/)
14:11:31	72620/72620	---M--	200	added ('OK')	image/png	etag:%22ad366a215e4399ddbc278f47b0bfad68-ssl%22	https://lxshopofficial.netlify.app/assets/img/carmelo.png	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/carmelo.png	(from https://lxshopofficial.netlify.app/)
14:11:34	166320/166320	---M--	200	added ('OK')	image/png	etag:%220e35ae791c7b343cb2f8fc10bff33f11-ssl%22	https://lxshopofficial.netlify.app/assets/img/alex.png	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/alex.png	(from https://lxshopofficial.netlify.app/)
14:11:37	6928/6928	---M--	200	added ('OK')	image/png	etag:%224da9824ea7dff2bb30281139e485ebcf-ssl%22	https://lxshopofficial.netlify.app/assets/img/algeciras.png	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/algeciras.png	(from https://lxshopofficial.netlify.app/)
14:11:37	9399335/9399335	---M--	200	added ('OK')	image/gif	etag:%2243078179459a7b92298049e272811ae1-ssl%22	https://lxshopofficial.netlify.app/assets/img/chenike.gif	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/chenike.gif	(from https://lxshopofficial.netlify.app/)
14:11:41	249300/249300	---M--	200	added ('OK')	image/png	etag:%22ef5ba4ea185904c38429cbdda1571104-ssl%22	https://lxshopofficial.netlify.app/assets/img/chaneel.png	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/chaneel.png	(from https://lxshopofficial.netlify.app/)
14:11:44	100100/100100	---M--	200	added ('OK')	image/png	etag:%22e992406638590f445836ec2ec063a716-ssl%22	https://lxshopofficial.netlify.app/assets/img/klixx.png	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/klixx.png	(from https://lxshopofficial.netlify.app/)
14:11:47	54466/54466	---M--	200	added ('OK')	image/png	etag:%22720c04810dd7d297ceb7bfefe1c8f53d-ssl%22	https://lxshopofficial.netlify.app/assets/img/aleeex.png	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/aleeex.png	(from https://lxshopofficial.netlify.app/)
14:11:50	20826/20826	---M--	200	added ('OK')	image/png	etag:%228258511fb1a6806b6d709fb229a230c1-ssl%22	https://lxshopofficial.netlify.app/assets/img/biiits.png	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/biiits.png	(from https://lxshopofficial.netlify.app/)
14:11:56	97398/97398	---M--	200	added ('OK')	image/png	etag:%22833b9049792e4f048a05d28e4e07cf72-ssl%22	https://lxshopofficial.netlify.app/assets/img/prietohd.png	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/prietohd.png	(from https://lxshopofficial.netlify.app/)
14:11:59	137086/137086	---M--	200	added ('OK')	image/gif	etag:%223be663dcacfd2b8553539454e469b271-ssl%22	https://lxshopofficial.netlify.app/assets/img/mochilote.gif	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/mochilote.gif	(from https://lxshopofficial.netlify.app/)
14:11:59	3381958/3381958	---M--	200	added ('OK')	image/gif	etag:%229250b51d51e60bfd0863909a7e42c4a2-ssl%22	https://lxshopofficial.netlify.app/assets/img/sanvaa.gif	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/sanvaa.gif	(from https://lxshopofficial.netlify.app/)
14:12:02	70358/70358	---M--	200	added ('OK')	image/png	etag:%22198d1a683e11468dc79b7861ea8ddafc-ssl%22	https://lxshopofficial.netlify.app/assets/img/arc.png	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/arc.png	(from https://lxshopofficial.netlify.app/)
14:12:05	60306/60306	---M--	200	added ('OK')	image/png	etag:%22c461c7389bdabe165a798f78549192c3-ssl%22	https://lxshopofficial.netlify.app/assets/img/spicy.png	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/spicy.png	(from https://lxshopofficial.netlify.app/)
14:12:08	64594/64594	---M--	200	added ('OK')	image/png	etag:%225cbae6a778285d3a883677224d1b2b19-ssl%22	https://lxshopofficial.netlify.app/assets/img/rapidoyfurioso.png	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/rapidoyfurioso.png	(from https://lxshopofficial.netlify.app/)
14:12:12	703528/703528	---M--	200	added ('OK')	image/png	etag:%22414d810b983048624cdd1d692fe382da-ssl%22	https://lxshopofficial.netlify.app/assets/img/pikolopika.png	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/pikolopika.png	(from https://lxshopofficial.netlify.app/)
14:12:15	461698/461698	---M--	200	added ('OK')	image/png	etag:%22b003bc25ed31e2b13a80ca730fd0abb7-ssl%22	https://lxshopofficial.netlify.app/assets/img/more.png	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/more.png	(from https://lxshopofficial.netlify.app/)
14:12:18	27496/27496	---M--	200	added ('OK')	image/webp	etag:%22fad49a6308488c0219b71474ec145d37-ssl%22	https://lxshopofficial.netlify.app/assets/img/reduan.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/reduan.webp	(from https://lxshopofficial.netlify.app/)
14:12:21	7448/7448	---M--	200	added ('OK')	image/webp	etag:%226e939c5bee524dbe54489abdd4c27670-ssl%22	https://lxshopofficial.netlify.app/assets/img/marcogp.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/marcogp.webp	(from https://lxshopofficial.netlify.app/)
14:12:24	39802/39802	---M--	200	added ('OK')	image/webp	etag:%22f4bc98d58b7073ad610787b886213d18-ssl%22	https://lxshopofficial.netlify.app/assets/img/jumpersito.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/jumpersito.webp	(from https://lxshopofficial.netlify.app/)
14:12:27	14986/14986	---M--	200	added ('OK')	image/webp	etag:%223c04435a60bd59c166f79c33773af2bc-ssl%22	https://lxshopofficial.netlify.app/assets/img/morroloko.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/morroloko.webp	(from https://lxshopofficial.netlify.app/)
